Assamese_Sentence	English_Translation
পাটালিপুত্ৰ সমষ্টিত কেন্দ্ৰীয় মন্ত্ৰী ৰামকৃপাল যাদৱৰ বিৰুদ্ধে প্ৰতিদ্বন্দ্বিতা কৰিছে মীছা ভাৰতীয়ে।	Misa Bharti is contesting against Union Minister Ramkripal Yadav in Pataliputra constituency.
মানকাচৰত গান্ধী প্ৰচাৰ কেন্দ্ৰৰ মূল আকৰ্ষণ আছিল ১০০ ফুট দৈৰ্ঘ্যৰ জাতীয় পতাকা।	The main attraction of the Gandhi Prachar Kendra at Mankachar was the 100 feet long national flag.
উল্লেখযোগ্য যে, কেন্দ্ৰীয় তথ্য আৰু সম্প্ৰাচাৰ মন্ত্ৰালয়ে ইতিমধ্যে বাতৰি কাকত প্ৰচলন সঠিকভাৱে কৰিবলৈ আৰু ইলেক্টনিক সংবাদমাধ্যমৰ লগতে আন সংবাদসেৱীসকলৰ বাবে যাৱতীয় ব্যৱস্থাগ্ৰহণৰ বাবে ৰাজ্য মুখ্যসচিব সমূহলৈ জাননী প্ৰেৰণ কৰিছে।	Notably, the Union Ministry of Information and Broadcasting has already sent notices to the state chief secretaries to streamline newspaper circulation and make necessary arrangements for electronic media as well as other media persons.
দুই দেশৰ ভাগ্য এতিয়া কোহলীবাহিনীৰ হাতত।	The fate of the two countries is now in the hands of the Kohli army.
বিশেষ বাৰ্তা, ২৩ফেব্ৰুৱাৰীঃ এগৰাকী পোলিং বিষয়া, যিয়ে সৃষ্টি কৰিছে ইণ্টাৰনেট চাঞ্চল্য়ৰ।	Special Message, February 23: A polling officer, who has created an internet sensation.
ইফালে জে জে পিয়েও নিজা কাৰ্যালয়ত আহ্বান কৰিছে কৌৰ কমিটিৰ বৈঠক।	Meanwhile, the JJP has also called a meeting of the Kaur Committee at its office.
ফলত হাহাকাৰ পৰিস্থিতিৰ সন্মুখীন হৈছে অঞ্চলটোৰ লোক সকল ।	As a result, the people of the area are suffering.
যি গৰুখুটিৰ দৰে স্থানত বহু দুৰ দুৰণি লৈকে কোনো ভাগৱত নাছিল ।	In a place like Garukhuti where there was no god for a very long time.
সেইদৰে ড. যগেশ্বৰ বৰ্মন আৰু  গকুল দত্তক  উপ সভাপতি আৰু ৰাজু বৰাক সাধাৰন সম্পাদক মনোনীত কৰা হয় ৷	Similarly, Dr. Jageswar Barman and Gokul Datta were nominated as vice-presidents and Raju Bora as general secretary.
কিন্তু স্বৰাজোত্তৰ অসম বিষয়ক এই গ্ৰন্থখনত হয়তো লিখকে অতি কৌশলৰে আন এক গুৰুত্বপূৰ্ণ বিষয় বাদ দিয়া যেন বোধ হয়।	But in this book on post-Swaraj Assam, perhaps the author seems to have very tactfully omitted another important point.
এনে গৌৰৱময় ঐতিহ্য, পৰম্পৰা আৰু সম্প্রীতিৰ এনাজৰীডাল অধিক সমৃদ্ধ কৰাৰ লগতে ৰাজ্যখনৰ মহান মনীষীসকলৰ আদর্শৰে ৰাজ্যখনক উন্নতি আৰু প্রগতিৰ এক নতুন শিখৰলৈ লৈ যোৱাৰ ক্ষেত্রত মনোনিৱেশ কৰিবলৈ নতুন বছৰটোৱে সকলোকে প্রেৰণা যোগাব বুলিও মুখ্যমন্ত্রীয়ে আশা প্রকাশ কৰে৷	The Chief Minister also hoped that the new year would inspire everyone to further enrich the annals of such glorious heritage, tradition and harmony and to focus on taking the state to a new height of progress and progress with the ideals of the great sages of the state.
এই উপলক্ষে আয়োজিত মুকলি সভাত অসম মাদ্ৰাছা বৰ্ডৰ প্ৰাক্তন সঞ্চালক তথা গৰৈমাৰী আল-আমিন ইছলামীক মডেল স্কুলৰ সম্পাদক আব্দুল কাইয়ুম আল-আমান, গৰৈমাৰীৰ জ্যেষ্ঠ নাগৰিক মঞ্চৰ সভাপতি ডা: ফজলুল হক চৌধুৰী, বিলায়েৎ হুছেইন, আব্দুল ৱাদুত আল-আমান প্ৰমূখ্যে কেইবাগৰাকী বিশিষ্ট ব্যক্তিয়ে অংশ গ্ৰহণ কৰে৷	Abdul Qayyum Al-Aman, former director of Assam Madrasa Board and secretary of Garaimari Al-Amin Islamic Model School, Dr. Fazlul Haque Choudhury, president of Garaimari Senior Citizens Forum, Wilayat Hussain, Abdul Wadut Al-Aman, among others, participated in the open meeting held on the occasion.
উল্লেখ্য যে, কংগ্ৰছ নেতৃত্বৰ এই সিদ্ধান্তৰ বিৰোধিতা কৰি শচীন পাইলটৰ সমৰ্থকসকলেও প্ৰতিবাদ সাব্যস্ত কৰিছে।	Notably, Sachin Pilot's supporters have also protested against this decision of the Congress leadership.
প্রেমত অশুভ ফলদায়ক৷	Love is evil.
গুৱাহাটী পৌৰ নিগমৰ নিৰ্বাচনৰ দিন ঘোষণা।	The date of the election to the Guwahati Municipal Corporation has been announced.
যিমানেহ আমাৰ শিক্ষা, ঐশ্বর্য নাথাকক এহ মানুহবোৰ কিহক লৈ বা কি প্রাপ্তিৰে চৰম সুখ লাভ কৰিব পাৰে, সেয়া কোনেও নির্ধাৰণ কৰিব পৰা নাহ৷	No one can determine what these people are capable of or what they can achieve without our education and wealth.
উৎপাদিত সামগ্ৰীৰ সংৰক্ষণ আৰু উচিত মূল্য তথা সহজ বজাৰ কৃষকক লাগে।	The farmer needs storage of produce and fair price and easy market.
সেইসকল ক্ৰমে শুভম, শিৱম, হৰিশংকৰ, উমেশ আৰু কিশোৰ।	They are Shubham, Shivam, Harishankar, Umesh and Kishore respectively.
ধুবুৰীত ড্ৰেজাৰেৰে ব্ৰহ্মপুত্ৰৰ খনন	Brahmaputra dredging in Dhubri
ধেনুখণা গাঁৱৰ মাজ চুক আৰু নৈ চুকৰ ৰাইজে সন্মিলিত প্ৰচেষ্টাৰে উৰুকাৰ নিশা আনন্দ স্ফুৰ্তি কৰাৰ উদ্দেশ্য, একেলগে এসাঁজ খোৱাৰ উদ্দেশ্যে সাজি উলিয়াইছে এক বিশেষ আৰ্হিৰ ভেলাঘৰ ৷	In the middle of the village of Dhenukhana, the people of Suk and Nai Suk have put together a specially designed raft for the purpose of enjoying the night of Uruka, eating ginger together.
আন্দোলনৰ নামত আন্দোলন আৰু কৰিব বিচৰা নাই, এই যুঁজেই হব শেষ যুঁজ।	In the name of the movement, the movement does not want to do anymore, this fight will be the last fight.
চিকিৎসকৰ আত্মহত্যাৰ টোকাত নাম! গ্ৰেপ্তাৰ বিধায়ক	Doctor commits suicide
২২. মৃদুল হাজৰিকা।	22. Mridula Hazarika.
এই পৰীক্ষাৰ ফলাফলত উজ্বলিল নগাঁৱৰ বঢ়মপুৰ শ্ৰীমন্ত শংকৰ মিছন অন্ধ বিদ্যালয়ৰ দুগৰাকী ছাত্ৰ- ছাত্ৰী।	The result of this test is two students of Badampur Srimanta Sankar Mission Blind School, Ujjalil, Nagaon.
দিল্লীৰ পাছত পাঞ্জাব দ্বিতীয়খন ৰাজ্য হ’ব য’ত আপে চৰকাৰ গঠন কৰিব।	Punjab will be the second state after Delhi where AAP will form the government.
যাক কেন্দ্ৰ কৰি সৃষ্টি হৈছিল প্ৰতিক্ৰিয়াৰ।	At the centre of which was the reaction.
সেই অনুসৰি অহা ১৫ ফেব্রুৱাৰীৰ পৰা ৰাজ্যখনত ক’ভিড সম্পর্কীয় সকলো বাধা–নিষেধ প্রত্যাহাৰ কৰা হ’ব৷	Accordingly, all Covid-related restrictions will be lifted in the state from February 15.
